customerID,Churn
3466-BYAVD,No
3466-RITXD,No
3466-WAESX,No
3468-DRVQJ,No
3470-BTGQO,No
3470-OBUET,No
3472-OAOOR,No
3472-QPRCH,No
3473-XIIIT,Yes
3474-BAFSJ,No
3481-JHUZH,No
3482-ABPKK,No
3486-HOOGQ,No
3486-KHMLI,No
3486-NPGST,No
3487-EARAT,No
3488-PGMQJ,Yes
3489-HHPFY,No
3489-VSFRD,No
3494-JCHRQ,Yes
3496-LFSZU,No
3498-LZGQZ,No
3500-NSDOA,No
3500-RMZLT,Yes
3503-TYDAY,No
3506-LCJDC,Yes
3506-OVLKD,No
3507-GASNP,No
3508-CFVZL,No
3508-VLHCZ,No
3509-GWQGF,No
3511-APPBJ,No
3511-BFTJW,No
3512-IZIKN,Yes
3518-FSTWG,No
3518-PZXZQ,No
3519-ZKXGG,Yes
3520-FJGCV,No
3521-HTQTV,No
3521-MNKLV,No
3521-SYVOR,Yes
3522-CDKHF,No
3523-BRGUW,No
3523-QRQLL,Yes
3524-WQDSG,No
3525-DVKFN,No
3528-HFRIQ,No
3530-CRZSB,No
3530-VWVGU,No
3533-UVMOM,No
3536-IQCTX,Yes
3537-HPKQT,No
3537-RYBHH,No
3538-WZPHD,Yes
3540-RZJYU,Yes
3541-ZNUHK,No
3544-FBCAS,No
3545-CNWRG,No
3546-GHEAE,No
3547-LQRIK,No
3549-ZTMNH,No
3550-SAHFP,Yes
3551-GAEGL,No
3551-HUAZH,Yes
3552-CTCYF,No
3556-BVQGL,No
3557-HTYWR,No
3563-SVYLG,No
3565-UNOCC,Yes
3566-CAAYU,No
3566-HJGPK,No
3566-VVORZ,No
3567-PQTSO,No
3569-EDBPQ,No
3569-JFODW,No
3569-VLDHH,No
3570-YUEKJ,No
3571-DPYUH,No
3571-RFHAR,Yes
3572-UOLYZ,No
3572-UUHRS,No
3577-AMVUX,No
3580-GICBM,No
3580-HYCSP,No
3580-REOAC,Yes
3583-EKAPL,Yes
3583-KRKMD,No
3584-WKTTW,No
3585-ISXZP,Yes
3585-YNADK,No
3587-PMCOY,No
3588-WSTTJ,No
3589-PPVKW,No
3590-TCXTB,No
3594-BDSOA,No
3594-IVHJZ,No
3594-KADLU,No
3594-UVONA,Yes
3597-MVHJT,No
3597-YASZG,No
3604-WLABM,No
3605-JISKB,No
3606-SBKRY,No
3606-TWKGI,Yes
3612-YUNGG,No
3612-YVGSJ,No
3617-XLSGQ,No
3620-EHIMZ,No
3620-MWJNE,No
3621-CEOVK,Yes
3621-CHYVB,No
3623-FQBOX,No
3627-FCRDW,Yes
3627-FHKBK,Yes
3629-WEAAM,No
3629-ZNKXA,No
3633-CDBUW,No
3635-JBPSG,No
3635-QQRQD,No
3638-DIMPH,No
3638-VBZTA,No
3638-WEABW,No
3639-XJHKQ,No
3640-JQGJG,No
3640-PHQXK,Yes
3642-BYHDO,No
3642-GKTCT,No
3643-AHCFP,Yes
3644-QXEHN,No
3645-DEYGF,No
3646-ITDGM,No
3647-GMGDH,Yes
3648-GZPHF,No
3649-JPUGY,No
3653-NCRDJ,No
3654-ARMGP,No
3655-SNQYZ,No
3656-TKRVZ,Yes
3657-COGMW,No
3658-KIBGF,Yes
3658-QQJYD,No
3662-FXJFO,No
3663-MITLP,Yes
3665-JATSN,No
3668-QPYBK,Yes
3669-LVWZB,Yes
3669-OYSJI,Yes
3669-WHAFY,No
3671-SHRSP,Yes
3672-YITQD,Yes
3675-EQOZA,No
3675-YDUPJ,No
3677-IYRBF,Yes
3677-TNKIO,Yes
3678-MNGZX,No
3679-XASPY,No
3680-CTHUH,No
3682-YEUWS,No
3683-QKIUE,Yes
3685-YLCMQ,Yes
3688-FTHLT,No
3689-MOZGR,No
3692-JHONH,No
3694-DELSO,No
3694-GLTJM,No
3696-DFHHB,No
3696-XRIEN,No
3701-SFMUH,No
3703-KBKZP,No
3703-TTEPD,No
3703-VAVCL,Yes
3704-IEAXF,No
3705-PSNGL,Yes
3705-RHRFR,No
3707-GNWHM,Yes
3707-LRWZD,Yes
3709-OIJEA,No
3712-PKXZA,No
3714-JTVOV,Yes
3714-NTNFO,No
3714-XPXBW,No
3716-BDVDB,Yes
3716-LRGXK,No
3716-UVSPD,No
3717-FDJFU,No
3717-LNXKW,No
3717-OEAUQ,No
3717-OFRTN,No
3719-TDVQB,No
3720-DBRWL,No
3721-CNEYS,Yes
3721-CNZHX,No
3721-WKIIL,No
3722-WPXTK,Yes
3723-BFBGR,No
3724-BSCVH,No
3724-UCSHY,No
3726-TBHQT,No
3727-JEZTU,No
3727-OVPRY,No
3727-OWVYD,No
3727-RJMEO,Yes
3729-OWRVL,No
3733-LSYCE,No
3733-UOCWF,No
3733-ZEECP,No
3736-BLEPA,No
3737-GCSPV,Yes
3737-XBQDD,No
3739-YBWAB,No
3740-RLMVT,No
3744-ZBHON,No
3744-ZRRDZ,Yes
3745-HRPHI,No
3746-EUBYR,Yes
3748-FVMZZ,No
3750-CKVKH,Yes
3750-RNQKR,No
3750-YHRYO,No
3751-KTZEL,Yes
3752-CQSJI,No
3753-TSEMP,Yes
3754-DXMRT,Yes
3755-JBMNH,Yes
3756-VNWDH,No
3757-NJYBX,Yes
3758-CKOQL,No
3761-FLYZI,No
3763-GCZHZ,Yes
3764-MNMOI,No
3765-JXVKY,Yes
3766-EJLFL,No
3768-NLUBH,Yes
3768-VHXQO,No
3769-MHZNV,No
3771-PZOBW,No
3774-VBNXY,No
3776-EKTKM,Yes
3777-XROBG,No
3778-FOAQW,No
3779-OSWCF,No
3780-DDGSE,No
3780-YVMFA,No
3785-KTYSH,No
3785-NRHYR,No
3786-WOVKF,No
3787-TRIAL,No
3791-LGQCY,Yes
3793-MMFUH,Yes
3794-NFNCH,No
3795-CAWEX,No
3795-GWTRD,No
3796-ENZGF,No
3797-FKOGQ,No
3797-VTIDR,Yes
3798-EPWRR,No
3799-ISUZQ,Yes
3800-LYTRK,No
3801-HMYNL,Yes
3803-KMQFW,Yes
3804-RVTGV,Yes
3806-DXQOM,Yes
3806-YAZOV,No
3807-BPOMJ,No
3807-XHCJH,No
3808-HFKDE,No
3810-DVDQQ,No
3810-PJUHR,No
3811-VBYBZ,Yes
3812-LRZIR,No
3813-DHBBB,No
3814-MLAXC,Yes
3815-SLMEF,Yes
3823-KYNQY,No
3824-RHKVR,No
3831-YCPUO,No
3834-XUIFC,Yes
3836-FZSDJ,No
3838-OZURD,Yes
3841-CONLJ,No
3841-NFECX,No
3842-IYKUE,Yes
3842-QTGDL,No
3845-FXCYS,No
3845-JHAMY,No
3847-BAERP,No
3850-OKINF,No
3853-LYGAM,No
3855-ONCAR,No
3858-VOBET,Yes
3858-XHYJO,No
3859-CVCET,Yes
3863-IUBJR,Yes
3863-QSTYI,No
3865-QBWSJ,No
3865-YIOTT,No
3865-ZFZIB,No
3865-ZYKAD,No
3866-MDTUB,Yes
3870-MQAMG,Yes
3870-SPZSI,No
3871-IKPYH,Yes
3873-NFTGI,No
3873-WOSBC,No
3874-EQOEP,Yes
3877-JRJIP,Yes
3878-AVSOQ,No
3882-IYOIJ,No
3884-HCSWG,Yes
3884-UEBXB,No
3886-CERTZ,Yes
3887-PBQAO,No
3889-VWBID,No
3890-RTCMS,No
3891-NLXJB,No
3891-PUQOD,Yes
3892-NXAZG,No
3893-JRNFS,No
3896-RCYYE,No
3896-ZVNET,No
3898-BSJYF,No
3898-GUYTS,No
3900-AQPHZ,Yes
3902-FOIGH,Yes
3902-MIVLE,No
3904-UKFRE,No
3908-BLSYF,Yes
3908-MKIMJ,No
3910-MRQOY,No
3911-RSNHI,No
3913-FCUUW,No
3913-RDSJZ,No
3914-FDRHP,No
3915-ODIYG,No
3916-NRPAP,No
3920-HIHMQ,No
3923-CSIHK,Yes
3926-CUQZX,Yes
3926-YZVVX,No
3927-NLNRY,Yes
3930-ZGWVE,No
3932-CMDTD,Yes
3932-IJWDZ,No
3933-DQPWX,No
3934-HXCFZ,Yes
3935-TBRZZ,No
3936-QQFLL,No
3938-YFPXD,No
3941-XTSKM,No
3943-KDREE,Yes
3945-GFWQL,Yes
3946-JEWRQ,No
3946-MHCZW,Yes
3948-FVVRP,No
3948-KXDUF,No
3948-XHGNA,Yes
3950-VPYJB,No
3951-NJCVI,No
3955-JBZZM,No
3956-CJUST,No
3956-MGXOG,No
3957-HHLMR,No
3957-LXOLK,Yes
3957-SQXML,No
3961-SXAXY,No
3963-RYFNS,No
3966-HRMZA,No
3967-KXAPS,No
3967-VQOGC,No
3969-GYXEL,No
3969-JQABI,No
3970-XGJDU,No
3973-SKMLN,No
3976-BWUCK,Yes
3976-HXHCE,No
3976-NLDEZ,No
3977-QCRSL,No
3978-YNKDD,No
3981-QSVQI,No
3982-DQLUS,No
3982-JGSFD,No
3982-XWFZQ,Yes
3985-HOYPM,No
3987-KQDDU,No
3988-RQIXO,Yes
3990-QYKBE,Yes
3992-YWPKO,Yes
3995-WFCSM,No
3996-ZNWYK,No
3999-QGRJH,Yes
3999-WRNGR,No
4000-VGMQP,No
4001-TSBTV,No
4002-BQWPQ,No
4003-FUSHP,No
4003-OCTMP,No
4006-HKYHO,No
4007-NHVHI,No
4009-ALQFH,Yes
4010-YLMVT,No
4011-ARPHK,No
4012-YCFAI,No
4012-ZTHBR,No
4013-GUXND,No
4013-TLDHQ,Yes
4013-UBXWQ,Yes
4016-BJKTZ,No
4018-KJYUY,No
4018-PPNDW,No
4020-KIUDI,No
4021-RQSNY,Yes
4023-RTIQM,No
4024-CSNBY,No
4026-SKKHW,No
4029-HPFVY,No
4030-VPZBD,Yes
4032-RMHCI,No
4039-HEUNW,Yes
4039-PIMHX,No
4043-MKDTV,No
4049-ZPALD,No
4054-CUMIA,No
4056-QHXHZ,No
4057-FKCZK,No
4059-IIEBK,No
4060-LDNLU,No
4061-UKJWL,No
4062-HBMOS,No
4063-EIKNQ,No
4065-JJAVA,No
4067-HLYQI,No
4070-OKWVH,No
4072-IPYLT,No
4074-SJFFA,Yes
4075-JFPGR,No
4075-WKNIU,No
4077-CROMM,Yes
4077-HWUYD,No
4078-SAYYN,Yes
4079-ULGFR,No
4079-VTGLK,No
4079-WWQQQ,No
4080-IIARD,No
4080-OGPJL,Yes
4081-DYXAV,Yes
4083-BFNYK,No
4083-EUGRJ,Yes
4086-ATNFV,No
4086-WITJG,No
4086-YQSNZ,Yes
4088-YLDSU,Yes
4090-KPJIP,No
4091-TVOCN,No
4092-OFQZS,No
4094-NSEDU,Yes
4097-YODCF,No
4098-NAUKP,No
4102-HLENU,No
4102-OQUPX,Yes
4104-PVRPS,No
4106-HADHQ,Yes
4109-CYRBD,No
4110-PFEUZ,Yes
4111-BNXIF,No
4112-LUEIZ,Yes
4114-QMKVN,No
4115-BNPJY,No
4115-NZRKS,No
4115-UMJFQ,No
4116-IQRFR,No
4116-TZAQJ,Yes
4118-CEVPF,No
4119-ZYPZY,No
4121-AGSIN,No
4123-DVHPH,No
4123-FCVCB,No
4124-MMETB,Yes
4128-ETESU,No
4129-LYCOI,No
4130-MZLCC,No
4132-KALRO,No
4132-POCZS,No
4134-BSXLX,No
4135-FRWKJ,No
4137-BTIKL,No
4137-JOPHL,No
4138-NAXED,No
4139-DETXS,No
4139-JPIAM,No
4139-SUGLD,Yes
4140-MUHUG,Yes
4140-WJAWW,Yes
4143-HHPMK,Yes
4143-OOBWZ,Yes
4145-UQXUQ,Yes
4146-SVFUD,No
4154-AQUGT,Yes
4159-NAAIX,No
4160-AMJTL,Yes
4163-HFTUK,No
4163-KIUHY,No
4163-NCJAK,No
4174-LPGTI,Yes
4176-FXYBO,No
4176-RELJR,No
4177-JPDFU,No
4178-EGMON,No
4182-BGSIQ,No
4183-MYFRB,No
4183-WCSEP,Yes
4184-TJFAN,Yes
4184-VODJZ,No
4186-ZBUEW,No
4187-CINZD,Yes
4188-FRABG,No
4188-PCPIG,No
4189-NAKJS,No
4190-MFLUW,Yes
4191-XOVOM,No
4192-GORJT,Yes
4193-IBKSW,No
4193-ORFCL,Yes
4194-FJARJ,No
4194-WHFCB,No
4195-NZGTA,No
4195-PNGZS,No
4195-SMMNX,Yes
4198-VFOEA,No
4199-QHJNM,No
4201-JMNGR,Yes
4203-QGNZA,No
4208-UFFGW,Yes
4210-QFJMF,Yes
4211-MMAZN,Yes
4213-HKBJO,No
4220-TINQT,No
4223-BKEOR,No
4223-WOZCM,No
4226-KKDON,No
4227-OJHAL,No
4228-ZGYUW,Yes
4229-CZMLL,Yes
4231-LZUYM,No
4232-JGKIY,No
4234-XTNEA,No
4236-UJPWO,No
4236-XPXAV,Yes
4237-CLSMM,No
4237-RLAQD,Yes
4238-HFHSN,No
4238-JSSWH,No
4248-HCETZ,Yes
4248-QPAVC,Yes
4250-FDVOU,Yes
4250-WAROZ,No
4250-ZBWLV,Yes
4254-QPEDE,No
4255-DDUOU,Yes
4256-ZWTZI,No
4257-GAESD,No
4273-MBHYA,No
4274-DRSQT,No
4274-OWWYO,Yes
4277-BWBML,No
4277-PVRAN,Yes
4277-UDIEF,No
4280-DLSHD,No
4282-ACRXS,No
4282-MSACW,No
4282-YMKNA,Yes
4283-FUTGF,Yes
4283-IVYCI,No
4285-GYRQC,Yes
4289-DTDKW,Yes
4290-BSXUX,Yes
4291-HPAXL,No
4291-HYEBC,No
4291-SHSBH,No
4291-TPNFG,No
4291-YZODP,No
4293-ETKAP,No
4295-YURET,No
4298-OYIFC,No
4299-OPXEJ,No
4299-SIMNS,No
4301-VVZKA,No
4302-ZYFEL,No
4304-TSPVK,No
4304-XUMGI,No
4307-KTUMW,Yes
4307-KWMXE,No
4310-KEDTB,No
4311-QTTAI,No
4312-GVYNH,No
4312-KFRXN,No
4315-MURBD,Yes
4316-XCSLJ,No
4317-VTEOA,Yes
4318-RAJVY,No
4320-QMLLA,No
4322-RCYMT,Yes
4323-ELYYB,No
4323-OHFOW,No
4323-SADQS,Yes
4324-AHJKS,No
4324-BZCKL,No
4325-NFSKC,Yes
4328-VUFWD,No
4329-YPDDQ,No
4332-MUOEZ,No
4334-HOWRP,No
4335-BSMJS,No
4335-UPJSI,No
4338-EYCER,No
4342-HENTK,Yes
4342-HFXWS,No
4343-EJVQB,No
4349-GFQHK,Yes
4350-ZTLPI,No
4351-QLCSU,Yes
4353-HYOJD,No
4355-CVPVS,No
4355-HBJHH,Yes
4359-INNWN,No
4360-PNRQB,No
4360-QRAVE,No
4361-BKAXE,Yes
4361-FEBGN,No
4361-JEIVL,Yes
4365-MSDYN,No
4366-CTOUZ,No
4367-NHWMM,No
4367-NUYAO,No
4369-HTUIF,Yes
4369-NYSCF,No
4373-MAVJG,Yes
4373-VVHQL,No
4374-YMUSQ,No
4376-KFVRS,No
4377-VDHYI,No
4378-BZYFP,No
4378-MYPGO,No
4381-MHQDC,No
4385-GZQXV,Yes
4385-ZKVNW,No
4389-UEFCZ,No
4390-KYULV,Yes
4391-LNRXK,No
4391-RESHN,Yes
4393-GEADV,No
4393-OBCRR,No
4393-RYCRE,No
4395-PZMSN,No
4396-KLSEH,No
4397-FRLTA,No
4398-HSCJH,Yes
4402-FTBXC,No
4403-BWPAY,No
4404-HIBDJ,Yes
4412-YLTKF,Yes
4415-IJZTP,Yes
4415-WNGVR,No
4418-LZMSV,No
4419-UJMUS,No
4422-QVIJA,No
4423-JWZJN,No
4423-YLHDV,Yes
4424-TKOPW,Yes
4425-OWHWB,No
4429-WYGFR,No
4430-UZIPO,Yes
4430-YHXGG,No
4431-EDMIQ,No
4432-ADRLB,Yes
4433-JCGCG,Yes
4439-JMPMT,Yes
4439-YRNVD,No
4441-NIHPT,Yes
4443-EMBNA,No
4445-KWOKW,No
4445-ZJNMU,No
4446-BZKHU,Yes
4450-DLLMH,No
4450-MDZFX,No
4450-YOOHP,No
4451-RWASJ,No
4452-QIIEB,No
4452-ROHMO,No
4455-BFSPD,No
4456-RHSNB,No
4458-KVRBJ,No
4459-BBGHE,No
4462-CYWMH,No
4464-JCOLN,Yes
4465-VDKIQ,No
4468-KAZHE,No
4468-YDOVK,No
4471-KXAUH,Yes
4472-LVYGI,No
4472-VESGY,No
4475-NVTLU,No
4476-OSWTN,No
4480-MBMLB,No
4480-QQRHC,No
4482-EWFMI,No
4482-FTFFX,No
4484-CGXFK,Yes
4484-GLZOU,Yes
4486-EFAEB,No
4487-ZYJZK,No
4488-KQFDT,No
4488-PSYCG,Yes
4489-SNOJF,Yes
4495-LHSSK,No
4500-HKANN,No
4501-EQDRN,Yes
4501-UYKBC,No
4501-VCPFK,No
4503-BDXBD,Yes
4504-YOULA,No
4505-EXZHB,Yes
4508-OEBEY,No
4510-HIMLV,Yes
4510-PYUSH,Yes
4512-ZUIYL,Yes
4513-CXYIX,No
4514-GFCFI,Yes
4518-FZBSX,No
4521-WFJAI,No
4521-YEEHE,No
4522-AKYLR,No
4522-XRWWI,No
4523-WXCEF,Yes
4524-QCSSM,No
4525-VZCZG,No
4526-EXKKN,No
4526-RMTLL,No
4526-ZJJTM,No
4529-CKBCL,Yes
4530-NDRKU,No
4531-AUZNK,No
4534-WGCIR,No
4536-PLEQY,No
4537-CIBHB,No
4537-DKTAL,No
4538-WNTMJ,No
4541-RMRLG,Yes
4544-RXFMG,No
4546-FOKWR,No
4547-FZJWE,No
4547-KQRTM,Yes
4547-LYTDD,Yes
4548-SDBKE,Yes
4549-ZDQYY,No
4550-EVXNY,Yes
4550-VBOFE,Yes
4553-DVPZG,No
4554-YGZIH,Yes
4558-CGYCZ,No
4558-FANTW,Yes
4559-UWIHT,No
4560-WQAQW,No
4565-EVZMJ,No
4565-NLZBV,No
4566-GOLUK,Yes
4566-NECEV,No
4566-QVRRW,Yes
4567-AKPIA,No
4568-KNYWR,No
4568-TTZRT,No
4570-QHXHL,No
4572-DVCGN,Yes
4573-JKNAE,No
4576-CSAJH,Yes
4578-PHJYZ,No
4580-TMHJU,Yes
4581-LNWUM,No
4581-SSPWD,Yes
4583-PARNH,No
4584-LBNMK,No
4585-HETAI,Yes
4587-NUKOX,Yes
4587-VVTOX,Yes
4588-YBNIB,Yes
4589-IUAJB,No
4592-IWTJI,Yes
4597-ELFTS,Yes
4597-NUCQV,Yes
4598-XLKNJ,Yes
4598-ZADCK,No
4603-JANFB,Yes
4607-CHPCA,Yes
4608-LCIMN,No
4609-KNNWG,No
4611-ANLQC,No
4612-SSVHJ,No
4612-THJBS,Yes
4614-NUVZD,Yes
4615-PIVVU,No
4616-EWBNJ,No
4616-ULAOA,No
4619-EVPHY,No
4622-YNKIJ,No
4623-ZKHLY,No
4625-EWPTF,Yes
4625-LAMOB,No
4625-XMOYM,No
4626-GYCZP,Yes
4626-OZDTJ,No
4627-MIHJH,No
4628-CTTLA,Yes
4628-WQCQQ,Yes
4629-NRXKX,Yes
4631-OACRM,Yes
4632-PAOYU,No
4632-XJMEX,No
4633-MKHYU,No
4634-JLRJT,No
4635-EJYPD,No
4636-JGAAI,No
4636-OLWOE,No
4636-QRJKY,Yes
4636-TVXVG,No
4640-UHDOS,Yes
4641-FROLU,No
4644-OBGFZ,No
4644-PIZRT,No
4646-QZXTF,No
4647-MUZON,No
4647-XXZAM,No
4648-YPBTM,No
4652-NNHNY,Yes
4652-ODEVH,No
4654-DLAMQ,No
4654-GGUII,No
4654-ULTTN,No
4656-CAURT,No
4657-FWVFY,No
4658-HCOHW,Yes
4659-NZRUF,Yes
4660-IRIBM,No
4661-NJEUX,No
4662-EKDPQ,Yes
4664-NJCMS,No
4667-OHGKG,Yes
4667-QONEA,No
4670-TABXH,No
4671-LXRDQ,Yes
4671-VJLCL,No
4672-FOTSD,No
4673-KKSLS,No
4674-HGNUA,No
4676-MQUEA,No
4676-WLUHT,No
4678-DVQEO,Yes
4680-KUTAJ,No
4682-BLBUC,No
4683-WYDOU,No
4685-ERGHK,No
4685-TFLLS,No
4686-GEFRM,No
4686-UXDML,No
4690-LLKUA,Yes
4690-PKDQG,No
4692-NNQRU,No
4693-VWVBO,No
4694-PHWFW,No
4695-VADHF,Yes
4695-WJZUE,Yes
4697-LUPSU,No
4698-KVLLG,No
4700-UBQMV,No
4701-AHWMW,Yes
4701-LKOZD,No
4701-MLJPN,Yes
4702-HDRKD,No
4702-IOQDC,Yes
4703-MQYKT,No
4704-ERYFC,Yes
4706-AXVKM,Yes
4706-DGAHW,No
4707-MAXGU,No
4707-YNOQA,No
4709-LKHYG,No
4710-FDUIZ,Yes
4710-NKCAW,No
4712-AUQZO,No
4712-UYOOI,No
4713-LZDRV,Yes
4713-ZBURT,No
4716-HHKQH,No
4716-MRVEN,No
4717-GHADL,No
4718-DHSMV,No
4718-WXBGI,No
4719-UMSIY,No
4720-VSTSI,Yes
4723-BEGSG,No
4724-WXVWF,No
4726-DLWQN,No
4727-MCYZG,No
4729-XKASR,Yes
4730-AWNAU,No
4732-RRJZC,No
4735-ASGMA,Yes
4735-BJKOU,No
4737-AQCPU,No
4737-HOBAX,No
4741-WWJQZ,No
4742-DRORA,No
4742-TXUEX,No
4745-LSPLO,Yes
4747-LCAQL,No
4749-OJKQU,No
4749-VFKVB,Yes
4750-UKWJK,No
4750-ZRXIU,Yes
4751-ERMAN,No
4753-PADAS,No
4759-PXTAN,No
4759-TRPLW,Yes
4760-THGOT,No
4760-XOHVN,Yes
4763-PGDPO,Yes
4765-OXPPD,Yes
4767-HZZHQ,No
4770-QAZXN,No
4770-UEZOX,No
4774-HHGGS,No
4776-XSKYQ,No
4778-IZARL,No
4779-ZGICK,No
4781-ZXYGU,No
4782-OSFXZ,No
4785-FCIFB,No
4785-NKHCX,No
4785-QRJHC,Yes
4786-UKSNZ,Yes
4789-KWMXN,Yes
4791-QRGMF,Yes
4795-KTRTH,Yes
4795-UXVCJ,No
4795-WRNVT,No
4797-AXPXK,Yes
4797-MIWUM,No
4800-CZMPC,Yes
4800-VHZKI,Yes
4801-KFYKL,No
4803-AXVYP,Yes
4803-LBYPN,No
4804-NCPET,No
4806-DXQCE,No
4806-HIPDW,Yes
4806-KEXQR,Yes
4807-IZYOZ,No
4808-YNLEU,No
4811-JBUVU,No
4813-HQMGZ,No
4815-GBTCD,No
4815-TUMEQ,No
4815-YOSUK,No
4816-JBHOV,Yes
4816-LXZYW,Yes
4816-OKWNX,No
4817-KEQSP,No
4817-QRJSX,Yes
4817-VYYWS,Yes
4818-DRBQT,Yes
4818-QIUFN,Yes
4819-HJPIW,No
4821-SJHJV,No
4821-WQOYN,No
4822-LPTYJ,No
4822-NGOCH,Yes
4822-RVYBB,Yes
4822-YCXMX,Yes
4824-GUCBY,No
4825-FUREZ,No
4825-XJGDM,No
4826-DXMUP,No
4826-TZEVA,No
4826-XTSOH,Yes
4827-DPADN,No
4827-LTQRJ,No
4827-USJHP,No
4828-FAZPK,No
4829-AUOAX,Yes
4829-ZLJTK,No
4830-FAXFM,No
4831-EOBFE,Yes
4832-VRBMR,No
4833-QTJNO,No
4835-YSJMR,No
4836-WNFNO,No
4837-PZTIC,No
4837-QUSFT,No
4840-ORQXB,No
4844-JJWUY,Yes
4846-WHAFZ,Yes
4847-QNOKA,Yes
4847-TAJYI,No
4849-PYRLQ,No
4851-BQDNX,No
4853-OITSN,No
4853-RULSV,Yes
4854-CIDCF,No
4854-SSLTN,No
4855-SNKMY,Yes
4859-ZSRDZ,No
4860-IJUDE,No
4860-YZGZM,No
4868-AADLV,No
4869-EPIUS,No
4871-JTKJF,Yes
4872-JCVCA,No
4872-VXRIL,No
4873-ILOLJ,Yes
4877-EVATK,Yes
4877-TSOFF,No
4878-BUNFV,No
4879-GZLFH,No
4881-GQJTW,No
4881-JVQOD,No
4883-KCPZJ,No
4883-QICIH,Yes
4884-LEVMQ,No
4884-TVUQF,No
4884-ZTHVF,No
4890-VMUAV,No
4891-NLUBA,No
4892-VLANZ,Yes
4893-GYUJU,No
4895-TMWIR,Yes
4896-CPRPF,No
4897-QSUYC,Yes
4900-MSOMT,No
4902-OHLSK,Yes
4903-CNOZC,No
4903-UYAVB,Yes
4905-JEFDW,Yes
4906-ZHGPK,No
4908-XAXAY,No
4909-JOUPP,No
4910-AQFFX,Yes
4910-GMJOT,Yes
4911-BANWH,Yes
4912-PIGUY,No
4913-EHYUI,Yes
4915-BFSXL,No
4918-FYJNT,No
4918-QLLIW,Yes
4919-IKATY,Yes
4919-MOAVT,Yes
4922-CVPDX,No
4923-ADWXJ,No
4925-LMHOK,Yes
4926-UMJZD,No
4927-WWOOZ,No
4929-BSTRX,Yes
4929-ROART,No
4929-XIHVW,No
4931-TRZWN,No
4933-BSAIP,No
4933-IKULF,No
4936-YPJNK,No
4937-QPZPO,No
4939-KYYPY,No
4940-KHCWD,No
4942-VZZOM,No
4945-RVMTE,No
4946-EDSEW,Yes
4947-DSMXK,No
4948-WBBKL,No
4950-BDEUX,No
4950-HKQTE,No
4951-UKAAQ,Yes
4952-YSOGZ,Yes
4955-VCWBI,No
4957-SREEC,No
4957-TIALW,No
4957-TREIR,No
4958-GZWIY,Yes
4958-XCBDQ,Yes
4959-JOSRX,Yes
4962-CHQPW,No
4967-WPNCF,No
4971-PUYQO,Yes
4973-MGTON,No
4973-RLZVI,No
4976-LNFVV,No
4979-HPRFL,No
4980-URKXC,No
4981-FLTMF,No
4983-CCWMC,No
4983-CLMLV,No
4986-MXSFP,No
4987-GQWPO,No
4988-IQIGL,Yes
4989-LIXVT,No
4990-ALDGW,No
4992-LTJNE,No
4993-JCRGJ,No
4994-OBRSZ,No
4998-IKFSE,No
4999-IEZLT,No
5002-GCQFH,No
5003-OKNNK,No
5003-XZWWO,No
5006-MXVRN,No
5010-IPEAQ,No
5012-YSPJJ,No
5013-SBUIH,Yes
5014-GSOUQ,No
5014-WUQMG,No
5016-ETTFF,Yes
5016-IBERQ,No
5016-LIPDW,No
5018-GWURO,No
5018-HEKFO,No
5018-LXQQG,No
5019-GQVCR,No
5020-ZSTTY,Yes
5022-JNQEQ,No
5022-KVDQT,No
5025-GOOKI,No
5027-QPKTE,Yes
5027-XWQHA,Yes
5027-YOCXN,No
5028-GZLDO,Yes
5028-HTLJB,Yes
5032-MIYKT,No
5032-USPKF,No
5035-BVCXS,No
5035-PGZXH,No
5038-ETMLM,No
5039-LZRQT,No
5043-TRZWM,No
5044-LRQAQ,No
5044-XDPYX,No
5046-NUHWD,No
5047-LHVLY,Yes
5049-GLYVG,Yes
5049-MUBWG,No
5052-PNLOS,Yes
5054-IEXZT,Yes
5055-BRMNE,No
5055-MGMGF,No
5056-FIMPT,No
5057-LCOUI,Yes
5057-RKGLH,No
5060-TQUQN,No
5061-PBXFW,No
5062-CJJKH,No
5063-IUOKK,No
5066-GFJMM,No
5067-DGXLL,No
5067-WJEUN,No
5067-XJQFU,No
5071-FBJFS,No
5073-RZGBK,No
5073-WXOYN,Yes
5074-FBGHB,No
5075-JSDKI,No
5076-YVXCM,No
5077-DXTCG,Yes
5081-NWSUP,No
5084-OOVCJ,No
5087-SUURX,Yes
5088-QZLRL,No
5089-IFSDP,Yes
5090-EMGTC,No
5091-HFAZW,No
5092-STPKP,No
5093-FEGLU,No
5095-AESKG,Yes
5095-ETBRJ,No
5099-BAILX,Yes
5103-MHMHY,Yes
5108-ADXWO,Yes
5110-CHOPY,No
5115-GZDEL,No
5115-SQAAU,No
5117-IFGPS,No
5117-ZSMHQ,No
5118-MUEYH,No
5119-KEPFY,No
5119-NZPTV,No
5120-ZBLAI,No
5122-CYFXA,No
5124-EOGYE,No
5125-CNDSP,No
5126-RCXYW,No
5127-BZENZ,No
5129-HHMZC,No
5129-JLPIS,No
5130-IEKQT,Yes
5130-YPIRV,No
5131-PONJI,No
5133-POWUA,No
5133-VRSAB,No
5134-IKDAY,Yes
5135-GRQJV,No
5135-RDDQL,No
5136-GFPMB,No
5136-KCKGI,Yes
